user_name,member,rating,comment,type,likes_num,comments_numpost_time,collect_time
我才是居家的猫,非会员,5,被瓶子诱惑了！不过真是物有所值，加上年货优惠，觉得很值。玻璃透亮结实，水也不错，甘甜可口，把玩良久。,750ml玻璃瓶整箱,0,0,2020-01-04 10:07,2020-07-25 16:14:54.595753
脸***z,PLUS会员,5,给公司买的～咱也没喝过，咱也喝不起～不晓得啥味道,750ml玻璃瓶整箱,0,0,2020-06-20 02:06,2020-07-25 16:14:54.765063
夏***利,PLUS会员,5,一直都是买依云的水 喝起来有甘甜透彻的口感 但是最近国外疫情那么严重 其实也挺担心运输的过程中 或者水本身会不会有病毒什么的 等到货后看了下 生产日期是2019年 看来是早就进口到国内啦 第一次因为生产日期比较久远而感到欣慰,500ml单组,0,1,2020-07-16 15:50,2020-07-25 16:14:54.930347
Breeze_HF,PLUS会员,5,买了很多次了，不用问质量，主要紧盯优惠即可,750ml玻璃瓶整箱,0,0,2020-07-17 19:34,2020-07-25 16:14:55.094237
n***8,PLUS会员,5,这个水是儿子的最爱，说这个水甜，给他买过很多牌子的水，这个回购率最高了，之前也给买过萌萌瓶，但是还是觉得这个开口的最适合小朋友，而且带出门也很方便，而且还是觉得米奇可爱，有时候虽然家里有囤货，但是到超市看到便宜了也会买，京东有活动时非常合适了,儿童瓶小小梦想家整箱,1,1,2020-02-17 15:30,2020-07-25 16:14:55.322084
s***面,PLUS会员,5,水很好，已经多次购买，而且很甜和实体店的一样，非常不错。另外包装完好，快递很快，到手的时候日期还是比较新鲜的呢，值得推荐,330ml玻璃瓶整箱,0,0,2020-04-15 13:30,2020-07-25 16:14:55.470641
jd_godr01,PLUS会员,5,"货收到了，喜欢京东的品质和快速，头天天拍第二天天到。下次还会回购。真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流服务态度很好，运送速度很快，很满意的一次购物。",1.25L*12整箱,0,0,2020-03-20 21:44,2020-07-25 16:14:56.911090
小***0,PLUS会员,5,金龙的云水很好，送货也快，价格也比较实惠。呃，那个包装包装完整。嗯，服务也好。就是现在比较少的~。呃，希望以后能够多搞点活动吧！嗯。可以，嗯，多买多送吗？日期也挺新鲜的。因为他和流量走得快。所以~水还是在京东上买，比较划算吧。,330ml整箱,0,0,2020-06-05 14:55,2020-07-25 16:14:57.092036
苍井没空_,PLUS会员,5,我儿子说是甜水不喝它。可见水质多好！哈哈哈哈哈,750ml玻璃瓶整箱,0,0,2020-06-22 15:35,2020-07-25 16:14:57.280464
AOW-潜水的企鹅,PLUS会员,5,玻璃瓶看着高大上，不过依云的水实在不太合口味。,750ml玻璃瓶整箱,0,0,2020-06-20 23:17,2020-07-25 16:14:57.498546
a606087,非会员,5,依云一如既往的不错，玻璃瓶口感比塑料瓶口感重一些，矿物质感觉比较重,750ml玻璃瓶整箱,0,0,2020-03-07 10:43,2020-07-25 16:14:57.676730
狮子座的尾巴,PLUS会员,5,京东购买加个实惠，可以使用优惠券，关键京东物流送货速度快，服务周到，我们小区的京东小哥送货上门到家，非常贴心了，一箱水搬上楼也是很重的。这次买了大瓶装的，夏天喝水量比较大，小瓶装的几口就喝完了，现在这样放在车里就不怕口渴了。,1.25L*12整箱,0,0,2020-07-11 12:18,2020-07-25 16:14:57.847576
盘盘亮,非会员,5,"嗯 我地址写错了? 我寄到我朋友那边去了
物流很快的 就这样吧！",750ml玻璃瓶整箱,0,0,2020-05-17 13:36,2020-07-25 16:14:57.987550
小***0,PLUS会员,5,京东的依云水又快又好。包装也很完整，送货很快。嗯。我觉得比超市的划算很多。这种硬拼硬壳儿的。包装。超市里面。要买150以上。嗯，京东的话可以用。优惠券。俺也可以用金豆。还是。便宜很多。然后质量也一样。日期也比较新鲜。好评！,330ml整箱,0,0,2020-07-06 20:41,2020-07-25 16:14:58.140599
一介布衣1976,PLUS会员,5,京东的物流超快，就是水的日期是19年7月的。,750ml玻璃瓶整箱,0,0,2020-06-19 17:06,2020-07-25 16:14:58.313290
小孙淘气,非会员,5,家里囤足了水，消停宅家过大年。,500ml整箱,0,0,2020-01-28 15:02,2020-07-25 16:14:58.472769
ElizabethWang999,PLUS会员,5,"这个水已经连续喝了10 年啦
口感好 品质如一
外形也很好看
家里 车上 常备品
水好 喝了皮肤也好而且细腻
比什么美容保养 都靠谱
特别是小宝宝女人 最适合喝这个水
千万别为了省钱喝便宜水 尤其是过滤的自来水",500ml整箱,0,0,2020-06-17 15:47,2020-07-25 16:14:59.913414
布拉德-刘能,PLUS会员,5,东西很好，味道很好，总之给你五星好评，一次性付清那种,750ml玻璃瓶整箱,0,0,2020-04-28 12:51,2020-07-25 16:15:00.082426
皮小雪花,PLUS会员,5,很好，可能是错觉吧玻璃瓶喝起来感觉比塑料瓶好喝,750ml玻璃瓶整箱,0,0,2020-05-25 17:14,2020-07-25 16:15:00.240644
chenyi-xin,PLUS会员,5,这个牌子水 非常适合儿童夏天喝，瓶口设计太符合儿童喝水了！不会抢到！好！快递小哥非常给力！,儿童瓶小小梦想家整箱,1,0,2020-06-24 15:50,2020-07-25 16:15:00.417307
B组西伯利亚狼,PLUS会员,5,信赖京东，家里大大小小的物件都从京东购买,750ml玻璃瓶整箱,0,0,2020-06-22 12:59,2020-07-25 16:15:00.590570
izcool,PLUS会员,5,宝宝喜欢这个瓶口设计，去超市老是要买农夫山泉的那款矿泉水，反正夏天了懒得烧水等冷凉了，买了三箱价格很优惠,儿童瓶小小梦想家整箱,0,0,2020-06-01 21:19,2020-07-25 16:15:00.787353
jd_138133nab,PLUS会员,5,第二次买依云水了，这次因为618大促期间所以比上次买的便宜了一些。虽然水很贵但品质还是非常好的！口感清甜，真正的矿泉水，既使是冰过之后喝也不会让肚子感到不适。夏天已经很热了，给女儿每天带一瓶上学喝，希望好的品质能有好的感受！,500ml整箱,0,0,2020-06-11 12:42,2020-07-25 16:15:00.956916
李氏王西西,PLUS会员,5,给朋友买的，也不知道是什么口味，反正物流和包装倒是挺好,750ml玻璃瓶整箱,0,0,2020-04-02 11:20,2020-07-25 16:15:01.127243
f***n,PLUS会员,5,快递小哥非常细心，包装完好无损！活动囤货中,750ml玻璃瓶整箱,0,0,2020-06-02 20:19,2020-07-25 16:15:01.297338
Qdoctor,PLUS会员,5,我觉得挺好的，买的时候看见评论里都说好就买了，看到发货的时候挺激动的，到了之后，满怀期待一激动得从快递员那里拿回了寝室，喝了一下，味道挺不错啊！而且客服小姐姐也特别的好，很有礼貌，客服小姐姐也是秒回我的疑问呢，嘻嘻，下次还会回购哒。,500ml整箱,1,0,2020-03-16 21:15,2020-07-25 16:15:01.484796
苏苏苏远远之,PLUS会员,5,"生活水平的提高不只是好车好房好衣服，方方面面才是真。之前在欧洲上学那会就直接喝依云，回来以后崂山矿泉水喝不惯。中规中矩挺不错的，性价比较高，好评，喜欢。
喜欢在京东买东西，当天买当天就可以送到，货品包装也好，发票开具方便。",500ml整箱,0,0,2020-06-03 15:27,2020-07-25 16:15:02.809240
jdshbya,PLUS会员,5,依云的这款玻璃瓶矿泉水，不仅仅是颜值高，而且口感真的特别的柔软，还带有淡淡的的甜味儿。而且夏天玻璃瓶包装的水放在车里，会比塑料瓶包装更耐热，不会因为太热而影响水的质量。但是还是不推荐长时间将水放在车内。还是及时喝掉比较好。,330ml玻璃瓶整箱,0,0,2020-06-22 21:49,2020-07-25 16:15:03.004810
h***4,PLUS会员,5,飞一样的配送货速度，有点超乎想象的大瓶,750ml玻璃瓶整箱,0,0,2020-06-20 00:01,2020-07-25 16:15:03.210817
j***g,非会员,5,太可爱了，配上肩带就可以带水出去了，不背背包还可以腾出来手拿其他东西完美，依云这个系列除了贵点没毛病，谁让是合作款，合理合理,儿童瓶小小梦想家整箱,0,0,2020-05-19 09:57,2020-07-25 16:15:03.409770
枫之影殿,PLUS会员,5,很不错的一款进口矿泉水！主要是口感很细腻，喝着挺舒服的，依云的水一直在京东购买的，和在麦德龙卖的口感上没区别……京东的送货快，价格也不错，在有活动的时候真心实惠，有活动就多买点，没活动就买够喝就好，哈哈，,500ml整箱,0,0,2020-05-06 19:00,2020-07-25 16:15:03.583378
港***橋,PLUS会员,5,"已经喝了很久的矿泉水了，一直都坚信贵有所值的原则，包装上，质量上都尽人意，而且现在能送到家了，以前只能放到物业，小区都是封闭管理！
昨天在沃尔玛超市看了一下依云330毫升的瓶大约6块钱一瓶，比整箱买贵了许多，而JD上价格处于能够接受的范围",330ml整箱,0,0,2020-03-18 10:39,2020-07-25 16:15:03.823594
j***j,非会员,5,发货快，送货快，满意！能把你们广州店铺的位置告诉我吗？我可能要经常买你们的水。,750ml玻璃瓶整箱,0,0,2020-03-02 20:31,2020-07-25 16:15:04.007027
alex_lgm,PLUS会员,5,依云的矿泉水，我想大家都非常了解吧。水质当然不必多说，一定是很好的。口感比较细腻，没有更多特别的感受，我想这才是谁应该有的感觉吧。反而是那些标榜自己的水味道甜美的产品，有些过度营销的嫌疑。这个330毫升的水刚刚好，不至于喝不完。,330ml整箱,0,0,2020-06-15 14:11,2020-07-25 16:15:04.204120
一对老A,PLUS会员,5,京东物品送货迅速，物美价优，虽然不是最便宜，但好在送货及时，是业内送货速度最快的电商，东西基本上和描述的差不多，用起来还算不错，售后也不错，客服回答问题及时，还有一些售后的福利，比如评价得京豆，虽然不多，但能省钱。,500ml整箱,0,0,2020-07-07 05:50,2020-07-25 16:15:04.413441
玖璸,PLUS会员,5,送货速度很快，第一天下单，第二天就到了，很方便，并且快捷!夏天了家里要备一些矿泉水，喝着方便，对自己好点，买点好的水犒劳自己，很好喝，水很纯净，家里人都喜欢，，夏天放到冰箱里，下班回家很热，拿出来冰水非常爽!下次还会买这个水!,330ml整箱,0,0,2020-05-03 18:42,2020-07-25 16:15:04.587072
同学小宋,PLUS会员,5,第一次购买，喝着还可以吧。。。,750ml玻璃瓶整箱,0,0,2020-07-21 18:14,2020-07-25 16:15:05.990531
青***x,PLUS会员,5,依云矿泉水口感比较单纯，很好喝。有点像小时候喝的雪水，哈哈。这款水已经购买好几次了，单位有一次开了个讲座说是小分子水比较容易被身体吸收，所以长期喝对身体健康有积极的作用，然后还推荐了几款不错的产品，其中就有这个呢！,330ml单组,0,0,2020-07-06 17:11,2020-07-25 16:15:06.234149
Z***大,PLUS会员,5,京东自营买东西速度历来都不是问题，昨天下单今天就到货，这款水都买了好几次了，口感、水质各方面都没有问题，很好的！在这里我要提个小小的建议，为什么我每次收到的水包装箱都是坏的，能不能有一次是完整的包装，请小哥送货的时候还是注意点！,330ml整箱,0,0,2020-05-09 19:31,2020-07-25 16:15:06.485016
jd164862jsp,PLUS会员,5,送货很快哦，蛮好的啊啊啊，真不错,750ml玻璃瓶整箱,0,0,2020-07-07 11:37,2020-07-25 16:15:06.741924
xieruish111,非会员,5,瓶子有点过大了，不过夏天放在车里很好，水的口味也不会有任何变化。,750ml玻璃瓶整箱,0,0,2020-05-06 11:10,2020-07-25 16:15:06.941282
丫丫冻,PLUS会员,5,配送员很辛苦也很准时态度很好！,750ml玻璃瓶整箱,0,0,2020-07-14 19:48,2020-07-25 16:15:07.193759
j***3,PLUS会员,5,一直回购的水，家里人一直喝，这水比饮水机里的水好些，饮水机的水都是纯净水，没有营养了。我还是最喜欢喝自己烧开的水。一直很喜欢京东??????????????的送货速度很快，还把东西送到家门口，很喜欢。,1L*12整箱,0,0,2020-04-26 13:47,2020-07-25 16:15:07.427805
VivienGuan,PLUS会员,5,一如既往的好，每月固定三箱雷打不动！真是大爱啊o(≧v≦)o相信一分价钱一分货，水写着原装进口，我在想这是屯了多少货啊！618也没见有活动，但是还8要喝啊。一如既往的好评！一如既往的好，每月固定三箱雷打不动！真是大爱啊o(≧v≦)o相信一分价钱一分货，水写着原装进口，我在想这是屯了多少货啊！618也没见有活动，但是还要喝啊。一如既往的好评！,1.25L*12整箱,0,0,2020-06-07 20:11,2020-07-25 16:15:07.676701
VivienGuan,PLUS会员,5,一如既往的好，每月固定三箱雷打不动！真是大爱啊o(≧v≦)o相信一分价钱一分货，水写着原装进口，我在想这是屯了多少货啊！618也没见有活动，但是还8要喝啊。一如既往的好评！一如既往的好，每月固定三箱雷打不动！真是大爱啊o(≧v≦)o相信一分价钱一分货，水写着原装进口，我在想这是屯了多少货啊！618也没见有活动，但是还要喝啊。一如既往的好评！,500ml整箱,0,0,2020-06-07 20:10,2020-07-25 16:15:07.924233
wyzwyy258,PLUS会员,5,最喜欢玻璃瓶装的这款，有优惠券赶紧囤货……,750ml玻璃瓶整箱,0,0,2020-06-02 08:02,2020-07-25 16:15:08.237839
m***6,PLUS会员,5,赶上京东搞活动促销，买了一箱依云矿泉水，价格非常实惠，比在超市买要便宜不少。东西也是京东自营的正品，非常赞。京东物流也是一如既往的给力，物流速度很快，一箱矿泉水直接搬到家门口。因为有plus会员，快递费也可以免，赞！,500ml整箱,0,0,2020-06-15 20:35,2020-07-25 16:15:09.561219
幸***仔,PLUS会员,5,超可爱的包装，让小孩子爱上喝水。还送了背带，超方便！非常感谢京东商城给予的优质的服务，从仓储管理、物流，配送等各方面都是做的非常好的。送货及时，还可以自选送货时间，配送员也非常的热情。,迪士尼小萌瓶整箱,1,0,2019-04-30 22:19,2020-07-25 16:15:09.746201
adriana-zhou,PLUS会员,5,水源保证纯净，甘甜，其茶水非常好的选择，味道纯正、营养价值高、经过百年沉淀，水源无污染，玻璃瓶也更有档次，找到朋友客户都是不错的选择，现在依云基本上成了标配，很简单的外观，品质保证、每个月都要买很多、保证家人饮水健康,330ml玻璃瓶整箱,0,0,2020-06-13 12:13,2020-07-25 16:15:09.942420
l***1,PLUS会员,5,啊，您是在京东上多次购买了，天气渐渐热了，这一次呢就。多买了几件，嗯，总是来中的来说呢，口感还是比较好的，用来烧水泡茶都是不错的。并且运送速度比较快，昨天晚上下的单今天早上就送到了，京东还是非常给力的快递小哥态度非常好。,500ml整箱,0,0,2020-06-04 12:55,2020-07-25 16:15:10.124697
老板可以优惠吗,PLUS会员,5,保质期接近神仙水，临近一年的自来水,750ml玻璃瓶整箱,0,0,2020-06-17 23:58,2020-07-25 16:15:10.314523
m***8,PLUS会员,5,京东物流非常快，头一天订上货第二天就收到了。服务态度很好！那天天气不好，下着小雨而且当时还属于疫情防控期间，送货员绕了很远的路程，才将货物送到，有个单位想要喝依云水，这些高端水在当地不好找，马上想到了来京东！这是一次愉快的购物！,500ml整箱,0,0,2020-04-09 07:20,2020-07-25 16:15:10.477274
1***9,非会员,5,"东西便宜， 质量好， 物美价廉, 买的放心又开心, 这真是买东西_上瘾的节奏啊， 根本无法停下来， 品类多， 而且齐全， 划算， 方便， 快捷， 实惠， 包装又好，没有任何破损，简直是消费者的福音， 会一直支持下去，真是太合适不过了。",330ml玻璃瓶整箱,0,0,2020-06-20 01:03,2020-07-25 16:15:10.636645
jd_139414gid,PLUS会员,5,口感好。物美价廉！还可以当喷雾用。京东送货。非常快捷。天然的矿泉水，保质期很长，不用担心过期，价钱比超市的便宜。最主要京东送货，不用亲自去超市买，又方便又省钱，还会回购的，喝这个牌子的水很放心！赞！赞！赞！,500ml单组,1,0,2020-06-11 11:25,2020-07-25 16:15:10.823132
jd_scotty686,PLUS会员,5,我家一直喝这个水的，毕竟大品牌，感觉比较有保障，喝着也放心一点。水的口感也一直很好。性价比的确是低了一点，如果能多优惠一点就好了。物流非常好，一直很准时，小哥一直搬到楼上，态度也可以。箱子总是有点旧，可能路远吧。,500ml整箱,0,0,2020-06-29 23:03,2020-07-25 16:15:11.003299
j***d,PLUS会员,5,非常好，昨天活动力度大，折后价格在用劵，只要95一箱，价格很划算，这个水超级好，我妹妹很喜欢喝，每次都给他买这个，这次活动力度大，今天已经没有了，早知道多买几箱，妹妹经常喝，昨晚买的今天就收到了，这么重送货上门真好,500ml整箱,0,0,2020-06-17 15:46,2020-07-25 16:15:11.418507
g***2,PLUS会员,5,过大年，上京东，多快好省送货上门，物美价廉，放心方便，赞赞赞。,750ml玻璃瓶整箱,0,0,2020-01-15 18:22,2020-07-25 16:15:13.051019
j***n,PLUS会员,5,一如既往的支持，口感很好。,750ml玻璃瓶整箱,0,0,2020-07-21 21:51,2020-07-25 16:15:13.260595
jd_jbec12,PLUS会员,5,依云矿泉水，质量很好，水质纯净，口感顺滑，日常飲用水，京东自营商品，价格合适，发货配送快速，满意，,1L*12整箱,0,0,2020-05-21 06:54,2020-07-25 16:15:13.447478
jd_135012yhd,PLUS会员,5,依云水。非常棒，一直打球都在买这种水喝。嗯。他这个口感。十几年都没有变。值得信赖，推荐大家。,500ml整箱,0,0,2020-06-20 09:31,2020-07-25 16:15:13.616299
小***手,PLUS会员,5,非常不错，虽然生产日期是19年8月，但没什么问题的，还没到一年都可以接受，好评吧，水质可以，很软的水。,330ml单组,0,1,2020-04-30 11:17,2020-07-25 16:15:13.916072
NnoTXAdMSbbK,PLUS会员,5,依云矿泉水的水质比较软，喝起来口感很好?三百三十毫升的容量大小也合适，一次性喝一瓶也不吃力。京东商城网购商品还可以送货上门，方便又快捷的服务！在京东商城购买商品放心又满意。物流服务也特别好，快递小哥态度很好?,330ml单组,0,0,2020-06-23 15:54,2020-07-25 16:15:14.252160
lmh1687298680,PLUS会员,5,当天买第二天就到了，对饮用矿泉水要求还是挺高的，进口的也不是很贵，一直买依云的，左右比较了别的店铺价格，还是坚信这个包装。比百岁山这个水中贵族要好喝，相信他的曲高和寡贵族专供。而且可以及时补充水分，对小孩也好。,500ml整箱,0,0,2020-07-05 21:04,2020-07-25 16:15:14.792132
喆-喆-,PLUS会员,5,价格很合适买的时候有***，包装完好送货上门，生产日期稍微有点久2019年1月的，不过保质期2年这个也可以接受了,330ml整箱,0,0,2020-03-07 08:28,2020-07-25 16:15:15.118558
爱一一宝贝,PLUS会员,5,觉得挺值的，是正品，推荐给朋友了，五分好评！官方自营的东西就是靠谱！评价晚了一点，已经喝了几瓶了，以后还会继续购买！,1.25L*12整箱,0,0,2020-02-19 18:15,2020-07-25 16:15:15.403042
菊丸小迷妹,PLUS会员,5,依云矿泉水，犹豫了很久，因为价格对于我来说是有点偏高的，但是看见大家都在推荐这款于是狠下心来购买了，京东物流一如既往的快，很满意，包装也好水质也好，都是很不错的，如果有犹豫不决的推荐购买哦，京东也是比较划算啦！,500ml单组,0,0,2020-07-03 17:40,2020-07-25 16:15:15.585932
z***n,PLUS会员,5,所有喝过的矿泉水之中，口感最为舒适的一款，我甚至觉得口感会好过斐泉和芙丝矿泉水，不知道为什么？这次618购买两件还有九折的活动，非常价廉物美了，趁此机会入手两件屯着，非常划算，一如既往的喜欢和支持京东自营！加油！,330ml整箱,0,0,2020-06-21 09:45,2020-07-25 16:15:17.081446
l***9,PLUS会员,5,依云矿泉水 以前在香港买过一次 孩子超级喜欢这种小瓶子 上面有迪士尼动画片的人物形象 回来后到处找这个水 个大超市 网上购物的超市 都没有找到 终于在京东找到了依云矿泉水 乘着有货赶紧买了两箱 是疫情前生产的 非常好,儿童瓶小小梦想家整箱,0,0,2020-05-28 06:14,2020-07-25 16:15:17.269184
三百斤三文鱼寿司,PLUS会员,5,618这个期间买很实惠，很不错,750ml玻璃瓶整箱,0,0,2020-06-20 22:09,2020-07-25 16:15:17.454924
Z***大,PLUS会员,5,京东自营物流真的是太快了，都是当天下单第二天就收到货了，都不知道是第几次买这款水了，这次618的活动还挺不错的所以就一下子买了两件水慢慢喝，一直都是在京东自营旗舰店买的，水的质量上各方面都是有保障的，喝完了再来买！,330ml整箱,0,0,2020-06-21 20:48,2020-07-25 16:15:17.642706
哈***辩,PLUS会员,5,之前一直在买农夫山泉的小瓶装，?后来尝试了这款矿泉水，主要还是给小孩子喝。包装很好，比较儿童化，瓶嘴也挺好的。喝起来口感来说，后口有点甜。总体来说不错，值得购买。不足之处就是瓶口的用料感觉比较单薄和简陋。,儿童瓶小小梦想家整箱,0,0,2020-07-13 19:03,2020-07-25 16:15:17.829198
轩***恸,PLUS会员,5,第一次购买依**的矿泉水，口感很不错，推荐小伙伴购买，听说是法国原装，冰川砂层的精华水，口感甘甜可口，有种淡淡的冰爽口感，比昆仑山家好多了，当然价格也挺贵的，毕竟是大品牌，喝的健康，一口气买了一整箱，期待后面活动,500ml整箱,0,0,2020-06-16 11:18,2020-07-25 16:15:17.993666
r***h,PLUS会员,5,因为水质问题，经常买矿泉水饮用。趁着活动优惠价买了一箱依云，水很干净，味道也清甜，一般的水我都加热了喝，这个水喝常温的就好。再夸赞一下快递小哥，因为不在家，又因为是重的水，不方便放货柜，特别约了晚上送货，辛苦辛苦。,500ml单组,0,0,2020-06-05 18:15,2020-07-25 16:15:18.183487
xiaowenz,PLUS会员,5,大品牌 有保障 时间太久了,750ml玻璃瓶整箱,0,0,2020-07-09 09:15,2020-07-25 16:15:18.381993
jd_wawfys,PLUS会员,5,"依云天然矿泉水的口感，怎么说呢，我感觉是偏碱性，弱碱，可能不求最好但求最贵的心理吧，哈哈哈哈哈。包装也不是很高级。时常会在家在后备箱备几箱。第一次感觉100字有点难凑了，哈哈哈哈。
无杂质、清澈，好了，就酱",330ml整箱,0,0,2020-07-09 13:01,2020-07-25 16:15:18.568859
jd_155973gge,PLUS会员,5,我买了很多次的这款依云的矿泉水，每次都是在京东上买的，因为京东毕竟是大品牌，比较起来，相对比较放心，而且物流也是相对比较快的，买的多的时候还能送货上门，特别的方便，比超市的价格还是要便宜很多的。而且物流也非常的快，基本上当天买，第2天就能送到，也比较方便,500ml整箱,0,0,2020-03-02 13:58,2020-07-25 16:15:18.742895
小***娟,PLUS会员,5,超级信任京东，不止一次在京东上选择购物，品质都有非常高的保障，而且这个品牌也是**常选择的，特别的纯正，口感很好，带着一丝清甜，很喜欢的品牌，以后也会经常选择回购，还会推荐给其他的小伙伴，大家也可以放心选择哦,330ml整箱,0,0,2020-07-10 23:06,2020-07-25 16:15:19.843837
清风之影,PLUS会员,5,2020年6月下单买的水，生产日期是2019年6月的。虽然质保期是24个月，这也太不像话了。,330ml整箱,0,0,2020-06-03 13:15,2020-07-25 16:15:20.008888
jd_186117isoa,PLUS会员,5,水的质量非常好，可以多搞点优惠活动,750ml玻璃瓶整箱,0,0,2020-05-21 11:29,2020-07-25 16:15:20.169069
jd_scotty686,PLUS会员,5,贵，有点贵，真心是有点贵。其它都不错的，说老实话。品牌放心，吃了没病，然后在市场上也很久了，靠谱。瓶子设计逼格很高，看起来就美得不行。物流一向没毛病，非常得准时和靠谱，小哥楼下搬到楼上态度也好，点个赞！,500ml整箱,0,0,2020-07-23 08:35,2020-07-25 16:15:20.325252
萨拉姐姐,PLUS会员,5,儿子最喜欢喝的矿泉水，从小就喜欢，但是这个水贵，总喝肉疼，只能趁着活动囤货.京东这个155元一箱，买169元还减35，忙找了件14块钱的东西凑单?最后水123元一箱到手，折合5.125元一瓶，实在是太合适了.,500ml整箱,0,0,2020-06-12 09:19,2020-07-25 16:15:20.500471
7***G,PLUS会员,5,一直喝的依云矿泉水，相对较斐济矿泉水，依云矿泉水的价格会便宜些，但是喝起来味道很不错的，小分子结构的水质量很好，建议大家都可以去买一买，特别是在冰箱冰了以后去，味道会更甘甜更好喝，建议大家放心购买！不会错的！,500ml整箱,0,0,2020-07-03 10:30,2020-07-25 16:15:20.684581
AndyLau1994,PLUS会员,5,这次在京东买的这款依云矿泉水的体验相当不错，味道甘甘甜甜的，味道挺好的，冷藏后的效果更佳，夏天喝效果更好啦。其次，京东这次的物流配送速度很快很及时，下单后第二天在家就收到货了，很惊喜。下次还会再买，价格也很美丽。,500ml整箱,0,0,2020-06-18 20:14,2020-07-25 16:15:20.880752
TTLee**,PLUS会员,5,给孩子买的，孩子很喜欢吃，老大老二都特别喜欢，京东送货特别快，价格也适中美丽，一直在京东给孩子买吃的和用的，相信京东品质，朋友聚会也推荐给身边朋友，送货上门方便快捷，可以足不出户这是疫情期间最后的购物方式。,儿童瓶小小梦想家整箱,0,0,2020-07-07 12:28,2020-07-25 16:15:21.070771
宝***3,PLUS会员,5,前一天买，第二天就可以到，一般日需用品在京东买很合适。而且自营店不需要担心真假的问题，包装还好，毕竟比较深，偶尔会有纸箱散掉的情况。玻璃瓶适合放在车上，不用担心高温。迪士尼小瓶蛮可爱的，可以给我们家小狗子带着出去玩的时候喝。,儿童瓶小小梦想家整箱,0,1,2020-03-31 11:25,2020-07-25 16:15:21.237999
hd娃娃_,PLUS会员,5,依云水很好啊，这个小瓶的，喝着不太会浪费，水还有股甜味，有些客户就很喜欢，买来会议室里招待客人。也不知道618会不会还有活动，不过先买来囤一箱吧，如果有活动就再买。京东送货必须赞一个，太有效率了，到货快包装又好,330ml整箱,0,0,2020-06-06 00:47,2020-07-25 16:15:21.410189
Dajian_92,PLUS会员,5,之前一直在天猫旗舰店买，包装盒外面还会套一个纸盒子用来保护，这次在京东旗舰店买一箱看看，结果包装差点烂掉，搬回家的途中就怕散架,330ml整箱,0,0,2020-03-14 00:47,2020-07-25 16:15:22.806817
荔枝的礼物,PLUS会员,5,"首先，物流很快，发货速度快，京东快递也派送很及时。
再次，包装得很好，收到包裹时一点没有破损。
一直喜欢在京东购物，送货快，质量有保障。
矿泉水看起来也不错，喝着清甜，值得再次购入的。总体来说还是挺不错的。",330ml整箱,0,0,2020-06-27 15:35,2020-07-25 16:15:22.992613
j***k,PLUS会员,5,好喝的水，玻璃瓶的有质感。,750ml玻璃瓶整箱,0,0,2020-06-25 10:30,2020-07-25 16:15:23.174454
jd_181371fjp,PLUS会员,5,厉害厉害，包装完好，没有破损，,750ml玻璃瓶整箱,0,0,2020-06-03 07:51,2020-07-25 16:15:23.351623
j***3,PLUS会员,5,依云儿童水，小孩喝，购物上京东自营店，买了放心，安全，快递哥速度快，服务态度好，给予大大赞,儿童瓶小小梦想家整箱,0,0,2020-06-02 09:16,2020-07-25 16:15:23.531091
j***i,PLUS会员,5,口感不错 浓厚的香气 清爽一天的感觉 有喜欢的朋友可以继续购买 保质期也不错 ****京东态度好 品质也可以的 这个牌子第一次尝试 还是很赞的体验～京东服务给个赞? 品牌保障都不错 大家可以尝试一下口感,330ml整箱,0,0,2020-07-17 09:27,2020-07-25 16:15:23.705438
l***7,PLUS会员,5,发货快，包装很专业，物有所值！,750ml玻璃瓶整箱,0,0,2020-05-30 14:03,2020-07-25 16:15:23.873065
jd_155973gge,PLUS会员,5,现在采购基本都是在京东上面买了，京东上买东西真的太方便了，价格都是批发价，并且还能送货上门，依云这款矿泉水我在京东上买了很多次了，这款水还挺好喝的，很适合老人和小孩喝，而且物流也特别快，基本上当天买，第二天就能送到，时效性很强,500ml整箱,0,0,2020-03-15 10:10,2020-07-25 16:15:24.032418
jd494903tlr,PLUS会员,5,谁喝谁知道，价格和品质对等，一分钱一分货，以前客户不指定，现在卖的产品升级了，也对应升级饮用水了。客户也喜欢喝这个，以后都要买这个水作为客户饮用水了，希望多打折多促销。多送赠品。配送发货都很及时呢，希望下次订购也一样的好！,330ml整箱,0,0,2020-04-03 13:42,2020-07-25 16:15:24.193286
天才樱木1989,PLUS会员,5,高颜值，很酷，味道也不错！,750ml玻璃瓶整箱,0,0,2020-06-18 21:44,2020-07-25 16:15:24.362059
小***丹,PLUS会员,5,已经N次买依云的水了，每次买都买好几箱，包装非常好，很有档次，一分价钱一分货，就是有时候喝不惯这个水的口感，接待客人用也很有档次的。优惠促销的时候买很便宜的，希望京东多搞一些活动，这样就可以囤一些啦。,330ml玻璃瓶整箱,1,0,2020-06-10 09:59,2020-07-25 16:15:25.479144
